,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
22140,13104,Sales & Marketing,region_2,0,m,other,1,22,,1,1,0,51,0
22142,46874,Sales & Marketing,region_27,0,m,other,1,26,5.0,3,0,0,46,0
22177,57575,Sales & Marketing,region_22,0,m,other,1,28,1.0,3,0,0,50,0
22178,75376,Sales & Marketing,region_2,0,m,other,1,23,5.0,2,1,0,46,1
22292,55732,Sales & Marketing,region_26,0,m,sourcing,1,34,3.0,3,0,0,52,0
22328,26183,Sales & Marketing,region_2,0,m,other,1,54,5.0,14,1,0,49,0
22340,68407,Analytics,region_32,0,m,sourcing,1,29,3.0,4,0,0,89,0
22363,39723,Finance,region_32,0,m,other,1,30,3.0,4,0,0,60,0
22384,46161,Sales & Marketing,region_2,0,m,sourcing,1,27,1.0,1,0,0,48,0
22386,56146,Operations,region_2,0,f,other,1,38,5.0,10,1,0,57,0
22387,29466,Sales & Marketing,region_2,0,m,other,3,21,3.0,2,0,0,54,0
22390,20174,Sales & Marketing,region_9,0,f,sourcing,1,28,,1,1,0,48,0
22406,66738,Operations,region_2,0,m,other,1,29,4.0,5,1,0,58,0
22419,56334,R&D,region_2,0,m,sourcing,4,26,,1,0,0,85,0
22437,77297,Sales & Marketing,region_2,0,m,sourcing,1,24,5.0,2,1,0,54,1
22440,56203,Sales & Marketing,region_11,0,m,sourcing,1,24,,1,0,0,51,0
22453,34489,Sales & Marketing,region_15,0,m,sourcing,1,34,1.0,5,0,0,52,0
22469,71857,Sales & Marketing,region_15,0,m,other,1,37,2.0,9,0,0,52,0
22485,62724,Sales & Marketing,region_22,0,m,other,1,30,4.0,2,0,0,46,0
22491,74474,R&D,region_22,0,m,sourcing,1,27,1.0,3,0,0,82,0
22494,49860,Sales & Marketing,region_16,0,m,sourcing,1,22,3.0,2,0,0,49,0
22511,7555,Operations,region_2,0,f,other,1,30,4.0,5,0,0,62,0
22533,5334,Sales & Marketing,region_31,0,m,other,1,25,5.0,3,0,0,50,0
22537,1540,Sales & Marketing,region_2,0,f,other,1,20,2.0,2,0,0,55,0
22556,58181,Sales & Marketing,region_13,0,m,other,1,21,3.0,2,1,0,51,0
22559,70805,Sales & Marketing,region_28,0,m,other,1,30,5.0,7,0,0,46,0
22585,20066,Sales & Marketing,region_6,0,m,sourcing,1,25,,1,0,0,46,0
22596,4017,Sales & Marketing,region_28,0,m,other,1,35,4.0,3,1,0,52,0
22603,12464,Sales & Marketing,region_15,0,m,sourcing,1,24,1.0,2,0,0,52,0
22642,41482,Analytics,region_27,0,m,other,1,29,2.0,2,0,1,86,0
22657,57066,Sales & Marketing,region_22,0,m,other,1,30,2.0,4,1,0,51,0
22662,68626,Sales & Marketing,region_22,0,m,sourcing,4,24,,1,0,0,51,0
22672,52515,Sales & Marketing,region_7,0,m,other,1,35,4.0,7,0,0,46,0
22685,8183,Sales & Marketing,region_2,0,m,other,1,30,2.0,8,0,0,53,0
22709,10977,Sales & Marketing,region_15,0,m,other,1,29,3.0,5,1,0,48,1
22721,12616,Sales & Marketing,region_2,0,m,sourcing,3,21,,1,0,0,52,0
22724,2026,R&D,region_2,0,m,other,2,27,,1,0,0,87,0
22782,54877,Sales & Marketing,region_2,0,m,other,1,41,3.0,9,0,0,50,0
22789,13185,Analytics,region_22,0,m,sourcing,1,28,3.0,6,0,0,84,0
22855,59620,Sales & Marketing,region_2,0,m,other,1,39,1.0,9,0,0,44,0
22892,28035,Analytics,region_22,0,m,sourcing,1,30,5.0,3,0,0,84,0
22893,19865,Analytics,region_22,0,m,sourcing,1,32,3.0,7,1,0,87,0
22988,76218,Procurement,region_26,0,m,other,1,28,,1,0,0,66,0
23021,10162,Technology,region_2,0,m,sourcing,1,43,1.0,6,0,0,75,0
23030,10576,Procurement,region_2,0,f,other,1,32,4.0,6,1,0,73,0
23034,60882,Technology,region_2,0,m,sourcing,1,50,3.0,4,0,0,77,0
23088,54896,Analytics,region_7,0,m,sourcing,1,31,4.0,2,0,0,82,0
23106,11172,Sales & Marketing,region_2,0,m,sourcing,1,20,3.0,2,0,0,47,0
23109,19165,Analytics,region_22,0,m,sourcing,2,26,5.0,5,1,0,80,0
23143,3792,Analytics,region_22,0,f,other,1,29,4.0,6,1,0,81,0
23144,16362,Sales & Marketing,region_22,0,m,other,1,27,,1,0,0,48,0
23146,53071,Operations,region_2,0,m,other,1,32,3.0,6,0,0,59,0
23153,13413,Sales & Marketing,region_31,0,m,sourcing,1,27,5.0,2,1,0,49,0
23191,10855,Sales & Marketing,region_23,0,m,other,1,33,4.0,7,0,0,53,0
23272,37105,Sales & Marketing,region_27,0,m,other,1,29,1.0,5,0,0,49,0
23278,78086,Sales & Marketing,region_13,0,m,other,1,26,3.0,3,0,0,51,0
23291,44695,Sales & Marketing,region_32,0,m,sourcing,1,27,,1,0,0,56,0
23297,26575,Sales & Marketing,region_26,0,m,other,1,29,1.0,2,0,0,52,0
23309,2116,HR,region_32,0,f,other,1,27,3.0,3,0,0,47,0
23323,48029,Operations,region_2,0,f,other,1,30,3.0,2,0,0,59,0
23336,78056,Sales & Marketing,region_2,0,m,sourcing,1,38,3.0,5,0,0,50,0
23351,19477,Analytics,region_22,0,m,sourcing,1,25,3.0,4,1,0,86,0
23377,35971,Sales & Marketing,region_7,0,m,sourcing,1,30,1.0,3,0,0,51,0
23410,50377,Sales & Marketing,region_31,0,m,other,1,35,4.0,7,0,0,49,0
23434,52031,Operations,region_22,0,m,other,1,28,4.0,3,1,0,64,0
23480,12028,Sales & Marketing,region_2,0,m,other,1,26,1.0,4,0,0,49,0
23487,41989,Sales & Marketing,region_31,0,m,other,1,34,5.0,2,0,0,46,0
23496,69434,Sales & Marketing,region_7,0,m,sourcing,1,34,2.0,8,0,0,47,0
23507,76021,Sales & Marketing,region_31,0,f,other,1,29,1.0,3,0,0,48,0
23511,41875,Analytics,region_22,0,m,sourcing,1,25,3.0,4,0,0,83,0
23547,64306,Sales & Marketing,region_7,0,m,other,2,26,2.0,3,0,0,50,0
23573,49175,Sales & Marketing,region_7,0,m,other,1,24,1.0,2,0,0,47,0
23602,51671,Analytics,region_9,0,m,sourcing,1,29,3.0,4,0,0,82,0
23636,46108,Sales & Marketing,region_15,0,m,other,1,31,5.0,5,0,0,52,0
23638,37162,Sales & Marketing,region_15,0,m,sourcing,1,29,3.0,3,0,0,46,0
23643,6520,Sales & Marketing,region_7,0,f,other,1,25,5.0,2,0,0,48,0
23699,3546,Analytics,region_2,0,m,sourcing,2,32,4.0,3,0,0,83,0
23707,4981,Sales & Marketing,region_16,0,m,other,1,27,1.0,2,0,0,47,0
23752,35210,Operations,region_15,0,m,other,1,44,5.0,2,1,0,57,0
23791,52170,Sales & Marketing,region_2,0,f,sourcing,1,24,1.0,2,0,0,50,0
23794,53009,Operations,region_15,0,m,sourcing,1,37,3.0,2,0,0,61,0
23805,22819,Analytics,region_22,0,m,other,1,32,4.0,6,0,0,84,0
23829,24978,Analytics,region_28,0,m,sourcing,1,28,5.0,3,1,0,84,0
23855,2352,Sales & Marketing,region_2,0,m,sourcing,1,35,3.0,7,0,0,46,0
23859,17092,Procurement,region_2,0,m,other,3,35,3.0,2,0,0,70,0
23863,31076,Sales & Marketing,region_28,0,m,sourcing,1,29,1.0,7,0,0,50,0
23891,18535,Sales & Marketing,region_2,0,m,other,1,31,3.0,6,1,0,47,0
23913,48484,Sales & Marketing,region_22,0,m,sourcing,1,25,5.0,3,1,0,51,0
23927,52188,Sales & Marketing,region_2,0,m,sourcing,1,21,,1,0,0,50,0
23938,2029,Analytics,region_22,0,f,sourcing,1,29,5.0,3,1,0,86,1
24002,3439,Sales & Marketing,region_2,0,m,other,1,25,3.0,4,0,0,53,0
24010,4077,Analytics,region_32,0,m,sourcing,1,27,4.0,4,0,0,81,0
24017,28212,Sales & Marketing,region_2,0,m,other,1,33,5.0,5,1,0,48,0
24037,75867,Sales & Marketing,region_26,0,m,sourcing,1,27,3.0,3,0,0,52,0
24041,10097,Sales & Marketing,region_22,0,m,other,2,25,1.0,3,1,0,46,0
24077,5370,Operations,region_2,0,m,other,1,50,3.0,4,1,0,61,0
24103,67610,Sales & Marketing,region_13,0,m,other,1,40,5.0,3,0,0,49,0
24115,7050,Sales & Marketing,region_13,0,m,sourcing,1,48,3.0,4,1,0,54,0
24117,61530,Sales & Marketing,region_2,0,m,other,1,31,5.0,4,0,0,51,0
24133,24444,Technology,region_2,0,f,other,1,54,3.0,5,0,0,78,0
24181,74650,Sales & Marketing,region_15,0,m,other,1,32,3.0,6,0,0,54,0
24203,56298,Sales & Marketing,region_15,0,m,other,1,41,2.0,6,0,0,48,0
24240,12945,Sales & Marketing,region_2,0,f,other,1,46,1.0,10,0,0,49,0
24244,1322,Sales & Marketing,region_26,0,m,other,1,31,4.0,7,1,0,49,0
24263,42993,Sales & Marketing,region_14,0,m,sourcing,2,25,,1,1,0,53,0
24317,18556,Sales & Marketing,region_28,0,m,other,1,36,4.0,9,0,0,50,0
24331,4470,Analytics,region_22,0,m,sourcing,3,26,5.0,2,1,0,84,0
24378,74890,Finance,region_2,0,f,other,1,51,4.0,21,0,0,55,0
24432,24963,Sales & Marketing,region_26,0,m,sourcing,1,25,,1,0,0,50,0
24453,29797,Sales & Marketing,region_27,0,m,sourcing,1,30,4.0,3,1,0,49,0
24459,55468,HR,region_2,0,m,other,1,29,2.0,3,0,0,50,0
24470,40860,Analytics,region_32,0,f,other,1,29,,1,1,0,82,0
24484,52506,Sales & Marketing,region_2,0,m,other,1,27,,1,0,0,51,0
24506,31756,Sales & Marketing,region_15,0,m,other,1,36,2.0,5,0,0,56,0
24542,59680,Sales & Marketing,region_2,0,f,sourcing,1,59,2.0,10,0,0,50,0
24554,46061,Sales & Marketing,region_2,0,f,other,1,35,5.0,7,0,0,51,0
24557,17824,Analytics,region_25,0,m,sourcing,2,25,4.0,2,1,0,81,0
24561,6801,Sales & Marketing,region_2,0,m,other,1,21,,1,0,0,49,0
24570,13260,Sales & Marketing,region_2,0,m,other,2,28,1.0,2,0,0,51,0
24581,32156,Sales & Marketing,region_29,0,m,other,1,28,,1,0,0,51,0
24585,69273,Analytics,region_28,0,m,other,1,31,1.0,5,1,0,84,0
24595,38341,Sales & Marketing,region_28,0,m,sourcing,2,34,1.0,4,0,0,50,0
24608,21044,Procurement,region_17,0,f,other,1,31,3.0,3,0,0,67,0
24627,61863,Sales & Marketing,region_31,0,m,sourcing,1,23,,1,0,0,46,0
24632,34810,Operations,region_15,0,m,other,1,40,5.0,3,0,0,58,0
24647,5343,Sales & Marketing,region_22,0,m,other,1,22,5.0,2,1,0,54,0
24678,65072,Sales & Marketing,region_11,0,m,other,1,37,3.0,7,0,0,44,0
24705,35990,Procurement,region_2,0,f,other,2,38,5.0,8,1,0,71,0
24720,68915,Technology,region_2,0,f,other,1,28,3.0,5,1,0,80,0
24722,34688,Operations,region_15,0,f,sourcing,1,31,4.0,7,0,0,56,0
24734,32755,Sales & Marketing,region_32,0,m,other,1,30,2.0,2,0,0,45,0
24744,28150,Analytics,region_2,0,m,sourcing,2,30,4.0,6,0,0,83,0
24778,16184,Sales & Marketing,region_15,0,m,other,1,36,4.0,4,1,0,51,0
24791,55087,Sales & Marketing,region_25,0,m,other,1,25,5.0,2,0,0,48,0
24794,15364,Technology,region_2,0,m,other,1,35,1.0,4,0,0,85,0
24866,6233,Sales & Marketing,region_15,0,m,sourcing,1,22,,1,0,0,53,0
24867,33380,Technology,region_2,0,f,other,1,36,3.0,5,1,0,81,0
24872,33044,Sales & Marketing,region_2,0,f,other,1,36,5.0,9,0,0,46,0
24873,16827,Sales & Marketing,region_15,0,m,other,2,41,1.0,9,0,0,52,0
24926,15429,Sales & Marketing,region_13,0,m,sourcing,1,31,5.0,2,0,0,48,0
24937,44317,Sales & Marketing,region_2,0,m,sourcing,1,20,,1,1,0,45,1
24967,30470,Sales & Marketing,region_27,0,m,other,1,34,2.0,7,0,0,50,0
24997,57922,Operations,region_15,0,m,sourcing,2,31,,1,0,0,63,0
25003,71018,Sales & Marketing,region_15,0,m,other,1,39,3.0,10,0,0,46,0
25004,57496,Sales & Marketing,region_19,0,m,other,1,33,2.0,3,0,0,49,0
25019,50682,Legal,region_22,0,m,sourcing,1,32,3.0,2,1,0,56,0
25094,77953,Sales & Marketing,region_22,0,m,other,2,29,3.0,3,0,0,51,0
25139,41123,Sales & Marketing,region_9,0,m,sourcing,1,32,3.0,3,0,0,49,0
25155,33709,Sales & Marketing,region_7,0,m,sourcing,1,23,4.0,2,1,0,46,0
25199,57814,Sales & Marketing,region_32,0,m,other,1,29,3.0,7,0,0,50,0
25206,66127,Sales & Marketing,region_32,0,f,other,1,29,3.0,5,0,0,47,0
25210,54305,Sales & Marketing,region_7,0,m,other,1,29,3.0,2,1,0,50,0
25252,33463,Sales & Marketing,region_28,0,m,other,1,31,1.0,8,0,0,50,0
25270,58474,Sales & Marketing,region_2,0,m,sourcing,1,35,5.0,8,0,0,52,0
25273,63180,Sales & Marketing,region_27,0,m,sourcing,1,24,2.0,2,0,0,53,0
25274,30442,Sales & Marketing,region_13,0,m,other,1,22,,1,1,0,51,1
25302,52196,Sales & Marketing,region_31,0,m,sourcing,1,21,3.0,2,0,0,51,0
25303,36571,Sales & Marketing,region_13,0,m,sourcing,1,23,,1,0,0,51,0
25309,67551,Finance,region_2,0,m,sourcing,1,30,3.0,2,0,0,58,0
25320,44082,Operations,region_15,0,m,sourcing,1,40,3.0,6,0,0,56,0
25337,27323,Sales & Marketing,region_15,0,m,other,1,23,,1,0,0,49,0
25344,37092,Sales & Marketing,region_7,0,m,sourcing,2,29,1.0,4,1,0,49,0
25348,52323,Sales & Marketing,region_15,0,m,sourcing,1,39,4.0,10,0,1,62,1
25358,42419,HR,region_2,0,m,other,1,35,3.0,7,0,0,46,0
25373,68590,Sales & Marketing,region_15,0,m,sourcing,1,24,,1,0,0,53,0
25389,3117,Sales & Marketing,region_7,0,m,sourcing,1,34,1.0,4,0,0,53,0
25393,20285,Analytics,region_21,0,m,other,2,29,3.0,5,0,0,82,0
25400,13125,Sales & Marketing,region_2,0,m,other,1,23,,1,1,0,49,0
25404,14042,Sales & Marketing,region_13,0,m,other,1,39,4.0,4,1,0,49,1
25424,16339,Sales & Marketing,region_7,0,m,other,1,26,3.0,3,0,0,45,0
25437,74870,Procurement,region_26,0,f,other,1,29,,1,0,0,75,0
25445,59594,Analytics,region_2,0,m,sourcing,1,45,4.0,2,0,0,87,0
25453,71967,Sales & Marketing,region_32,0,m,sourcing,1,29,1.0,6,0,0,48,0
25488,57635,Sales & Marketing,region_9,0,m,sourcing,1,26,4.0,3,0,0,51,0
25489,60071,Operations,region_2,0,f,other,1,41,3.0,9,0,0,60,0
25501,55790,Analytics,region_2,0,m,other,1,34,4.0,5,0,0,83,0
25622,40382,Sales & Marketing,region_22,0,m,other,1,28,4.0,2,1,0,50,0
25673,18287,Sales & Marketing,region_32,0,m,other,1,29,1.0,4,0,0,54,0
25688,25812,Sales & Marketing,region_22,0,m,sourcing,1,29,3.0,3,0,0,49,0
25753,68498,Sales & Marketing,region_22,0,m,sourcing,1,27,5.0,3,1,0,49,0
25762,48580,Sales & Marketing,region_2,0,m,sourcing,1,57,2.0,14,1,0,50,0
25785,20409,Sales & Marketing,region_2,0,m,other,1,21,5.0,2,1,0,94,1
25786,50535,Analytics,region_22,0,m,other,1,29,4.0,5,0,0,81,0
25787,62004,Sales & Marketing,region_26,0,m,other,1,31,5.0,9,1,0,51,0
25850,63832,Sales & Marketing,region_7,0,m,sourcing,2,31,1.0,2,0,0,53,0
25859,53122,Operations,region_8,0,f,other,1,27,4.0,5,0,0,59,0
25930,21041,Sales & Marketing,region_2,0,f,sourcing,1,28,,1,1,0,47,0
26022,12192,Analytics,region_11,0,m,other,1,29,3.0,8,1,0,87,0
26053,54591,Sales & Marketing,region_22,0,m,other,3,26,1.0,2,0,0,48,0
26062,12749,Sales & Marketing,region_16,0,m,sourcing,1,31,1.0,4,0,0,54,0
26111,72685,Sales & Marketing,region_15,0,m,other,1,41,1.0,7,0,0,51,0
26131,26445,Sales & Marketing,region_2,0,f,other,1,40,3.0,3,1,0,50,0
26132,72852,Sales & Marketing,region_2,0,m,sourcing,2,23,,1,1,0,50,1
26137,59573,Sales & Marketing,region_28,0,m,sourcing,1,32,3.0,6,0,0,51,0
26141,32857,Analytics,region_7,0,m,other,2,26,,1,1,1,85,0
26153,33704,Sales & Marketing,region_3,0,m,other,1,24,3.0,2,0,0,44,0
26157,53931,Sales & Marketing,region_2,0,m,other,1,24,,1,0,0,46,0
26161,8296,Analytics,region_2,0,m,other,2,23,,1,0,0,85,0
26175,54820,Sales & Marketing,region_22,0,m,sourcing,1,28,4.0,4,0,0,50,0
26178,22525,Sales & Marketing,region_7,0,m,other,1,22,2.0,2,0,0,53,0
26187,18802,Finance,region_2,0,m,other,1,29,3.0,3,0,0,58,0
26196,52240,Analytics,region_28,0,m,other,1,31,5.0,2,1,0,81,1
26216,77695,Sales & Marketing,region_25,0,m,sourcing,1,25,5.0,2,1,0,47,0
26220,3914,Procurement,region_2,0,f,sourcing,1,34,2.0,8,0,0,73,0
26227,34305,Analytics,region_7,0,m,sourcing,2,29,3.0,8,0,0,84,0
26228,62081,Operations,region_22,0,m,other,1,27,3.0,4,1,0,59,0
26271,51761,Sales & Marketing,region_22,0,m,sourcing,1,29,5.0,2,0,0,50,0
26275,11340,Sales & Marketing,region_2,0,m,other,1,41,2.0,13,0,0,52,0
26279,34640,Sales & Marketing,region_28,0,m,sourcing,1,24,,1,0,0,50,0
26315,45535,Sales & Marketing,region_2,0,m,other,1,38,3.0,7,1,0,49,0
26336,58268,Sales & Marketing,region_25,0,m,sourcing,1,26,3.0,2,0,0,50,0
26346,73745,Analytics,region_29,0,m,sourcing,1,30,5.0,6,1,0,79,0
26356,68043,Sales & Marketing,region_28,0,m,other,1,24,,1,0,0,48,0
26375,63602,Operations,region_15,0,m,sourcing,1,35,3.0,10,0,0,62,0
26391,32606,Technology,region_27,0,m,sourcing,2,27,3.0,3,0,0,78,0
26463,68497,Technology,region_2,0,m,sourcing,1,27,3.0,5,0,0,79,0
26487,25030,Sales & Marketing,region_2,0,f,other,1,39,1.0,4,1,0,46,0
26528,42672,Sales & Marketing,region_32,0,m,sourcing,2,30,1.0,4,0,0,48,0
26530,41520,Sales & Marketing,region_2,0,f,sourcing,1,25,1.0,2,0,0,51,0
26603,17746,Analytics,region_2,0,m,other,1,54,5.0,15,0,0,77,0
26609,73967,Analytics,region_25,0,m,other,2,25,5.0,2,1,0,84,0
26641,23031,Sales & Marketing,region_2,0,m,sourcing,2,26,3.0,3,0,0,45,0
26657,69529,Sales & Marketing,region_7,0,m,sourcing,1,33,5.0,6,1,0,50,1
26715,77967,Procurement,region_2,0,m,other,1,44,3.0,13,0,0,65,0
26728,76694,Sales & Marketing,region_2,0,f,other,1,36,3.0,7,0,0,46,0
26743,58045,Sales & Marketing,region_15,0,m,other,1,26,5.0,2,0,0,47,0
26759,49148,Analytics,region_2,0,m,other,3,25,5.0,2,1,0,85,0
26779,7899,Sales & Marketing,region_2,0,m,sourcing,1,48,5.0,13,1,0,53,0
26788,63342,Analytics,region_22,0,m,other,1,29,1.0,2,0,0,89,0
26809,61301,Sales & Marketing,region_28,0,m,sourcing,1,25,1.0,2,0,0,51,0
26817,16809,Sales & Marketing,region_22,0,m,other,4,27,,1,0,0,52,0
26825,37041,Sales & Marketing,region_2,0,m,other,1,28,3.0,2,0,1,48,0
26831,72227,Sales & Marketing,region_32,0,m,sourcing,1,31,1.0,10,0,0,48,0
26859,54606,Sales & Marketing,region_6,0,m,other,1,32,4.0,4,1,1,94,1
26897,18185,Technology,region_2,0,f,other,1,49,3.0,11,1,0,83,1
26929,10816,Operations,region_27,0,m,other,1,26,2.0,3,0,0,61,0
26932,62811,Sales & Marketing,region_31,0,m,other,1,28,1.0,2,0,0,51,0
26935,34407,Sales & Marketing,region_6,0,m,sourcing,1,25,3.0,2,0,0,50,0
26941,59134,Sales & Marketing,region_31,0,m,sourcing,2,26,3.0,3,0,0,49,0
26944,71345,Procurement,region_7,0,m,other,1,33,1.0,2,0,0,71,0
26964,67741,Sales & Marketing,region_28,0,m,other,1,27,5.0,3,0,0,50,0
26987,76010,Operations,region_15,0,m,other,1,33,3.0,7,0,0,56,0
27003,21464,Sales & Marketing,region_2,0,m,other,1,21,5.0,2,0,0,45,0
27015,33591,Sales & Marketing,region_9,0,m,other,1,33,3.0,4,1,0,49,0
27029,10327,Sales & Marketing,region_2,0,m,other,1,37,3.0,12,0,0,53,0
27093,36567,Sales & Marketing,region_2,0,m,other,1,23,5.0,2,1,0,46,0
27110,16726,Analytics,region_2,0,m,other,2,30,4.0,5,0,0,87,0
27115,12313,Sales & Marketing,region_28,0,m,sourcing,1,37,1.0,3,0,0,47,0
27142,42537,Analytics,region_7,0,m,other,1,31,2.0,4,0,0,84,0
27167,47387,Sales & Marketing,region_7,0,m,sourcing,1,34,5.0,4,1,0,47,0
27188,48884,Sales & Marketing,region_6,0,m,sourcing,1,31,1.0,2,0,0,48,0
27195,19377,Sales & Marketing,region_2,0,f,sourcing,1,43,4.0,14,0,0,50,0
27228,45171,Sales & Marketing,region_15,0,m,sourcing,1,41,1.0,12,0,0,54,0
27243,31227,Operations,region_2,0,m,other,1,29,4.0,1,0,0,62,0
27274,38160,Sales & Marketing,region_11,0,m,other,1,30,5.0,6,1,0,50,0
27319,67179,Sales & Marketing,region_2,0,f,other,1,31,3.0,3,0,0,49,0
27355,55575,Sales & Marketing,region_2,0,m,sourcing,1,35,3.0,3,1,1,49,0
27357,55977,Sales & Marketing,region_32,0,f,other,1,28,5.0,6,0,1,50,0
27383,18903,Sales & Marketing,region_32,0,m,other,1,32,3.0,7,0,0,52,0
27401,6205,Analytics,region_2,0,m,other,1,31,3.0,5,1,0,84,0
27410,73951,Sales & Marketing,region_2,0,m,other,1,27,1.0,1,0,0,49,0
27446,41609,Sales & Marketing,region_11,0,m,sourcing,1,35,5.0,10,1,0,49,1
27494,7944,Sales & Marketing,region_2,0,m,other,2,24,1.0,2,0,0,49,0
27498,66628,Sales & Marketing,region_2,0,m,sourcing,1,22,5.0,2,1,0,49,0
27521,30330,Technology,region_22,0,m,other,1,27,,1,1,0,78,0
27543,18547,Operations,region_32,0,m,sourcing,1,30,4.0,3,0,0,60,0
27580,17313,Sales & Marketing,region_2,0,m,sourcing,1,43,3.0,5,0,0,46,0
27604,1315,Analytics,region_28,0,m,other,1,35,3.0,7,0,0,80,1
27637,75000,Sales & Marketing,region_29,0,m,other,1,29,3.0,7,0,0,53,0
27681,23482,Sales & Marketing,region_27,0,m,sourcing,1,27,3.0,4,0,0,51,0
27707,53498,Sales & Marketing,region_2,0,m,sourcing,1,29,3.0,4,0,0,48,0
27763,56765,Analytics,region_22,0,m,other,1,26,,1,1,0,87,0
27764,69153,Sales & Marketing,region_2,0,m,sourcing,1,55,1.0,7,0,0,48,0
27785,47216,Sales & Marketing,region_31,0,m,sourcing,1,24,4.0,3,0,0,48,0
27809,65415,Technology,region_22,0,m,sourcing,1,27,4.0,3,1,0,78,0
27816,53679,Sales & Marketing,region_26,0,m,sourcing,1,30,1.0,4,0,0,46,0
27818,61694,Sales & Marketing,region_27,0,m,other,1,34,1.0,3,0,0,51,0
27839,32636,Analytics,region_28,0,m,other,1,34,4.0,3,0,0,82,0
27874,56967,Analytics,region_22,0,f,other,1,28,4.0,2,0,0,87,0
27885,45107,Sales & Marketing,region_22,0,m,sourcing,2,23,5.0,2,1,0,48,0
27963,75360,Sales & Marketing,region_7,0,m,sourcing,1,28,1.0,4,0,0,50,0
27969,36908,Operations,region_2,0,f,other,1,44,4.0,7,0,0,61,0
27988,56160,Analytics,region_29,0,m,sourcing,1,28,3.0,2,0,0,88,0
28017,62216,Procurement,region_2,0,m,other,1,23,1.0,1,0,0,68,0
28065,74699,Sales & Marketing,region_2,0,m,other,1,38,2.0,10,0,0,53,0
28105,22433,Analytics,region_22,0,m,sourcing,1,28,4.0,2,0,0,84,0
28137,64056,Sales & Marketing,region_2,0,f,sourcing,1,22,5.0,2,0,0,46,0
28152,4172,Sales & Marketing,region_31,0,m,other,1,35,1.0,3,0,0,45,0
28170,76422,Sales & Marketing,region_27,0,m,other,1,28,4.0,2,0,0,51,0
28172,12308,Analytics,region_22,0,m,sourcing,2,28,,1,1,0,93,0
28189,68693,Sales & Marketing,region_2,0,m,referred,1,24,,1,1,0,51,0
28191,11988,Sales & Marketing,region_7,0,m,other,1,25,2.0,4,0,0,51,0
28201,72806,Sales & Marketing,region_20,0,m,other,1,24,,1,0,0,51,0
28235,44217,Sales & Marketing,region_25,0,m,sourcing,3,25,5.0,3,1,0,49,0
28238,6849,Operations,region_2,0,m,sourcing,1,25,,1,0,0,60,0
28270,23959,Sales & Marketing,region_13,0,m,other,1,37,3.0,3,1,0,49,0
28323,41213,Sales & Marketing,region_2,0,m,other,1,33,3.0,5,0,0,47,0
28357,54799,Sales & Marketing,region_2,0,m,referred,1,25,4.0,2,1,0,47,0
28411,70531,Sales & Marketing,region_2,0,m,sourcing,2,38,4.0,9,0,0,53,0
28425,34657,Sales & Marketing,region_32,0,m,other,1,26,,1,0,0,47,0
28446,33558,Sales & Marketing,region_23,0,m,sourcing,1,29,4.0,4,0,0,50,0
28473,25339,Sales & Marketing,region_2,0,m,sourcing,1,44,4.0,4,0,0,49,0
28476,41839,Sales & Marketing,region_7,0,m,sourcing,1,25,1.0,3,0,0,48,0
28479,101,Sales & Marketing,region_2,0,m,other,2,23,3.0,2,0,0,49,0
28546,61107,Sales & Marketing,region_31,0,m,sourcing,1,30,1.0,7,0,0,48,0
28548,31608,Sales & Marketing,region_28,0,m,sourcing,1,33,5.0,9,0,0,46,0
28609,8209,Sales & Marketing,region_2,0,m,sourcing,3,23,,1,0,0,51,0
28619,27480,Sales & Marketing,region_23,0,m,other,1,41,4.0,2,0,0,51,0
28709,61571,Sales & Marketing,region_22,0,f,sourcing,1,27,4.0,3,0,0,49,0
28739,64327,Operations,region_2,0,m,other,1,33,1.0,6,0,0,58,0
28761,9940,Sales & Marketing,region_16,0,m,sourcing,2,25,1.0,2,0,0,52,0
28793,78171,Sales & Marketing,region_28,0,m,other,1,35,3.0,4,0,0,52,0
28797,78186,Technology,region_2,0,m,other,2,38,5.0,9,0,0,82,1
28805,18844,Sales & Marketing,region_15,0,m,other,1,25,3.0,2,0,0,46,0
28822,6121,Operations,region_2,0,m,other,1,39,3.0,12,0,0,66,0
28831,63947,Sales & Marketing,region_2,0,m,other,1,21,1.0,2,0,0,44,0
28834,63472,HR,region_2,0,m,other,1,35,5.0,10,1,0,51,0
28889,14643,Sales & Marketing,region_13,0,m,sourcing,1,40,3.0,4,0,0,45,0
28903,26910,Sales & Marketing,region_2,0,m,other,1,46,5.0,19,0,0,48,0
28914,52235,Sales & Marketing,region_7,0,m,sourcing,2,38,3.0,8,0,0,48,0
28920,65892,Sales & Marketing,region_2,0,m,other,3,31,1.0,3,0,0,51,0
28940,78269,Sales & Marketing,region_27,0,m,sourcing,1,27,1.0,3,0,0,55,0
28952,9893,R&D,region_2,0,m,sourcing,1,26,,1,1,0,87,0
28956,77748,Sales & Marketing,region_22,0,m,other,3,25,,1,0,0,45,0
29021,67236,Operations,region_26,0,f,other,1,29,3.0,4,0,0,63,0
29037,1357,Sales & Marketing,region_22,0,f,other,1,28,2.0,2,0,0,46,0
29046,37027,Sales & Marketing,region_13,0,m,sourcing,1,31,3.0,7,1,0,50,1
29077,76438,Analytics,region_22,0,m,other,1,27,5.0,6,0,0,88,0
