,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
45630,72155,Sales & Marketing,region_2,,m,other,1,20,3,1,0,0,47,0
45657,73079,Technology,region_2,Below Secondary,m,other,1,24,5,1,1,0,82,0
45708,46821,Operations,region_11,Bachelor's,m,other,1,27,3,1,0,0,58,0
45722,71053,Operations,region_2,Bachelor's,f,other,1,31,3,1,0,0,59,0
45755,30058,Sales & Marketing,region_26,Bachelor's,m,other,1,30,5,1,1,0,52,1
45778,6944,Technology,region_6,Bachelor's,f,other,1,26,4,1,0,1,80,1
45804,75519,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,25,3,1,0,0,48,0
45809,25627,Sales & Marketing,region_2,,m,other,3,20,3,1,0,0,52,0
45811,34847,Sales & Marketing,region_27,,m,other,2,28,3,1,0,0,51,0
45857,600,Procurement,region_6,Bachelor's,f,other,1,28,3,1,0,0,72,0
45858,63363,Finance,region_2,Below Secondary,m,other,2,23,3,1,0,0,64,0
45867,44297,Technology,region_11,Master's & above,f,other,1,31,3,1,0,0,84,0
45870,61068,Operations,region_22,Bachelor's,f,sourcing,2,28,3,1,0,0,57,0
45881,27116,Sales & Marketing,region_27,Bachelor's,f,other,2,25,5,1,1,0,49,0
45883,46739,Analytics,region_1,Bachelor's,m,other,2,28,1,1,0,0,92,0
45885,57811,R&D,region_11,Bachelor's,m,sourcing,1,28,3,1,1,0,78,0
45890,51584,Sales & Marketing,region_7,,m,other,2,23,3,1,0,0,48,0
45906,19200,HR,region_27,Bachelor's,m,other,2,26,5,1,1,0,49,0
45908,24938,Operations,region_2,Bachelor's,f,sourcing,1,23,5,1,1,0,58,0
45912,67005,Sales & Marketing,region_28,Bachelor's,f,other,1,26,5,1,1,0,51,0
45933,41016,Procurement,region_2,Bachelor's,f,other,1,24,5,1,1,0,70,0
45954,42077,Procurement,region_2,Bachelor's,f,other,3,28,3,1,0,0,65,0
45957,8706,Operations,region_7,Bachelor's,f,other,1,25,3,1,0,0,61,0
45974,69946,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,3,1,0,0,49,0
45979,58596,Sales & Marketing,region_27,Bachelor's,m,other,1,27,3,1,0,0,51,0
45998,16320,Sales & Marketing,region_25,Bachelor's,f,other,1,29,3,1,0,0,51,0
46001,47323,Technology,region_16,Bachelor's,f,other,1,25,3,1,0,0,81,0
46009,36967,Sales & Marketing,region_1,Bachelor's,m,other,1,28,5,1,1,0,48,0
46013,42737,Operations,region_27,Bachelor's,m,sourcing,1,34,3,1,0,0,56,0
46022,8299,Sales & Marketing,region_6,Bachelor's,f,other,1,29,5,1,1,0,49,0
46027,26293,R&D,region_22,Master's & above,m,other,4,31,3,1,0,0,84,0
46052,23336,Operations,region_7,Bachelor's,m,other,1,31,5,1,1,0,59,1
46081,35826,Operations,region_27,Bachelor's,f,other,1,23,3,1,0,0,58,0
46089,75441,Sales & Marketing,region_20,Bachelor's,m,other,1,26,3,1,0,0,49,0
46094,27400,Technology,region_27,Below Secondary,m,sourcing,1,26,3,1,0,0,83,1
46118,34081,Analytics,region_31,Bachelor's,f,other,1,26,4,1,0,0,86,0
46142,40825,Technology,region_2,Bachelor's,f,other,1,23,4,1,1,0,78,0
46156,60202,Technology,region_14,Bachelor's,m,other,1,29,3,1,0,0,78,0
46162,33464,Analytics,region_2,Bachelor's,m,sourcing,1,27,3,1,0,0,87,0
46199,19758,Technology,region_2,Below Secondary,m,sourcing,1,23,4,1,1,0,93,1
46209,63181,Operations,region_4,Bachelor's,m,other,1,28,3,1,0,0,61,0
46236,77221,Technology,region_22,Bachelor's,m,other,1,26,3,1,0,0,83,0
46242,4406,Analytics,region_32,Bachelor's,f,other,1,29,3,1,0,0,85,0
46243,30646,Technology,region_31,Below Secondary,m,sourcing,3,24,3,1,0,0,82,0
46271,69827,Procurement,region_7,Below Secondary,f,other,1,24,3,1,0,0,66,0
46274,69716,Sales & Marketing,region_27,Bachelor's,f,sourcing,2,25,3,1,0,0,53,0
46279,46441,Sales & Marketing,region_2,,m,other,1,21,5,1,1,0,51,0
46284,9655,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,29,3,1,0,0,46,0
46322,62853,Technology,region_2,Below Secondary,m,sourcing,1,23,3,1,1,0,82,0
46323,23521,Procurement,region_2,Bachelor's,m,other,1,23,3,1,0,0,68,0
46324,62006,Analytics,region_31,Bachelor's,m,sourcing,1,29,3,1,0,0,82,0
46326,5157,Operations,region_2,Bachelor's,f,other,1,29,3,1,0,0,60,0
46331,15954,Analytics,region_22,,m,other,1,29,5,1,1,0,79,1
46378,40402,Analytics,region_15,Bachelor's,m,sourcing,1,28,3,1,0,0,85,0
46379,61940,Analytics,region_32,Master's & above,m,sourcing,1,30,3,1,0,0,86,0
46399,40111,R&D,region_22,Bachelor's,m,sourcing,1,28,3,1,0,0,84,0
46402,59893,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,27,3,1,0,0,50,0
46404,72755,R&D,region_2,Bachelor's,m,other,2,32,5,1,1,0,85,0
46420,16096,R&D,region_11,Bachelor's,m,other,3,31,3,1,0,0,84,0
46446,38841,Procurement,region_2,Bachelor's,f,other,1,24,3,1,0,0,71,0
46461,60521,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,3,1,0,0,52,0
46473,755,Sales & Marketing,region_11,Bachelor's,m,other,1,23,3,1,0,0,46,0
46482,7577,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,20,3,1,0,0,49,0
46491,12004,HR,region_2,Bachelor's,f,sourcing,1,25,3,1,0,0,48,0
46526,20840,Analytics,region_27,Bachelor's,m,sourcing,1,28,3,1,0,0,78,0
46541,32168,Finance,region_26,Bachelor's,m,other,1,26,5,1,1,0,59,1
46553,41964,Technology,region_27,Bachelor's,m,referred,2,27,5,1,0,1,81,0
46604,21949,Sales & Marketing,region_2,Bachelor's,m,other,2,22,3,1,1,1,48,1
46661,43447,Sales & Marketing,region_26,,f,other,1,22,1,1,0,0,53,0
46664,57653,Operations,region_31,Bachelor's,m,other,1,24,3,1,0,0,59,0
46666,3038,Technology,region_33,Bachelor's,m,other,1,27,3,1,0,0,75,0
46672,59400,Technology,region_2,Bachelor's,f,other,1,26,3,1,0,0,77,0
46718,66442,Technology,region_2,Bachelor's,m,sourcing,1,27,3,1,0,0,79,0
46727,28241,HR,region_20,Bachelor's,f,other,1,28,3,1,0,0,51,0
46739,38701,Analytics,region_27,Bachelor's,m,other,1,28,3,1,0,0,82,0
46753,3884,Procurement,region_7,Below Secondary,f,sourcing,3,25,3,1,0,0,70,0
46758,8244,Operations,region_1,Bachelor's,f,other,1,25,5,1,1,0,62,0
46775,36412,HR,region_13,Bachelor's,m,other,1,25,3,1,0,0,50,0
46779,11316,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,3,1,0,0,53,0
46816,42275,Technology,region_16,Bachelor's,m,sourcing,3,24,3,1,0,0,82,0
46817,59749,Sales & Marketing,region_9,,f,other,1,28,3,1,0,0,51,0
46821,21922,HR,region_17,Bachelor's,m,other,1,27,3,1,0,0,49,0
46822,26643,Operations,region_12,Bachelor's,f,other,1,28,5,1,1,0,59,0
46853,19950,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,5,1,0,0,49,0
46859,33252,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,30,3,1,0,0,50,0
46873,46587,Procurement,region_17,Bachelor's,f,sourcing,1,28,5,1,1,0,66,0
46880,54272,Operations,region_2,Below Secondary,m,other,1,23,5,1,1,0,60,0
46887,73642,Analytics,region_2,,m,other,1,23,5,1,1,0,81,1
46891,57956,Finance,region_7,Bachelor's,m,sourcing,3,25,3,1,0,0,60,0
46896,18519,Technology,region_22,Bachelor's,m,sourcing,2,31,3,1,0,0,82,0
46902,70436,Sales & Marketing,region_6,,m,other,2,25,3,1,0,0,49,0
46910,49304,HR,region_2,Bachelor's,f,other,1,27,5,1,1,0,46,0
46917,67432,Sales & Marketing,region_15,,m,other,1,28,3,1,0,0,46,0
46919,76450,Procurement,region_2,Bachelor's,m,other,2,24,3,1,0,0,69,0
46925,67244,Analytics,region_7,Bachelor's,m,sourcing,1,27,3,1,0,0,86,0
46927,76807,Finance,region_28,Bachelor's,f,other,1,25,3,1,0,0,62,0
46931,71942,Sales & Marketing,region_2,,m,other,3,24,3,1,0,0,48,0
46970,20708,Technology,region_22,Bachelor's,m,sourcing,1,28,4,1,1,0,84,1
46971,28213,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,5,1,1,0,51,0
46984,71762,Sales & Marketing,region_32,,m,sourcing,1,28,3,1,0,0,51,0
46992,58720,Procurement,region_2,Bachelor's,f,sourcing,2,24,3,1,0,0,71,0
47015,69255,Finance,region_30,Bachelor's,f,sourcing,1,28,2,1,1,0,64,1
47018,61578,Sales & Marketing,region_2,Bachelor's,m,other,1,29,5,1,1,0,52,0
47020,69009,HR,region_22,Bachelor's,m,other,1,26,3,1,0,0,52,0
47028,34099,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,25,3,1,0,0,45,0
47036,52329,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,20,3,1,0,0,51,0
47037,74079,Sales & Marketing,region_22,Bachelor's,m,other,3,25,4,1,0,0,41,0
47041,26547,Finance,region_2,Below Secondary,f,other,1,24,4,1,1,0,65,0
47053,65445,Sales & Marketing,region_28,Bachelor's,f,other,1,28,3,1,0,0,46,0
47129,9977,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,24,3,1,0,0,50,0
47151,14941,Operations,region_2,Bachelor's,f,other,1,25,5,1,1,0,61,0
47168,35085,Finance,region_26,Bachelor's,m,sourcing,1,29,5,1,1,0,58,0
47176,64735,Analytics,region_32,Bachelor's,m,sourcing,1,29,3,1,0,0,84,0
47190,34895,Sales & Marketing,region_2,Bachelor's,m,other,1,20,3,1,0,0,49,0
47200,46970,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,27,3,1,0,0,51,0
47201,62575,Operations,region_4,Master's & above,m,other,1,42,4,1,1,1,57,1
47212,69405,HR,region_31,Bachelor's,m,sourcing,2,24,3,1,0,0,54,0
47222,61750,Sales & Marketing,region_7,Bachelor's,m,other,4,26,3,1,0,0,47,0
47223,48755,Sales & Marketing,region_15,Bachelor's,m,other,1,22,3,1,0,0,47,0
47232,29013,Analytics,region_20,Bachelor's,m,other,3,28,5,1,1,0,84,0
47251,8556,Operations,region_7,Below Secondary,m,sourcing,2,24,5,1,1,0,58,0
47257,32461,Analytics,region_29,Bachelor's,f,other,1,26,5,1,0,0,88,0
47272,32038,Operations,region_4,Master's & above,m,other,1,31,5,1,1,0,62,0
47281,52338,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,5,1,1,0,47,1
47287,33126,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,24,3,1,0,0,53,0
47313,23583,Analytics,region_16,Bachelor's,m,other,1,26,3,1,0,0,88,0
47359,57566,Sales & Marketing,region_16,,m,other,1,23,3,1,0,0,44,0
47396,47596,Procurement,region_2,Bachelor's,m,other,1,28,5,1,0,1,96,1
47439,37676,Operations,region_22,Bachelor's,m,sourcing,1,29,3,1,0,0,56,0
47466,28504,Sales & Marketing,region_22,Bachelor's,f,other,3,27,3,1,0,0,49,0
47468,26521,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,28,1,1,0,0,49,0
47494,34436,Operations,region_13,Bachelor's,m,other,2,24,3,1,1,1,58,1
47501,41860,Operations,region_27,Bachelor's,m,sourcing,1,29,3,1,0,0,60,0
47505,5737,Operations,region_2,Bachelor's,f,sourcing,1,28,3,1,0,0,55,0
47525,5003,Procurement,region_26,Bachelor's,f,other,1,29,3,1,0,0,68,0
47530,18650,Procurement,region_26,Bachelor's,f,other,1,29,5,1,1,0,69,0
47532,49982,Sales & Marketing,region_2,Bachelor's,f,other,1,29,5,1,1,0,48,0
47554,72358,Procurement,region_7,Bachelor's,m,other,2,23,3,1,0,0,71,0
47570,50761,Finance,region_32,Bachelor's,m,other,1,26,3,1,0,0,62,0
47573,45753,Sales & Marketing,region_10,Bachelor's,m,other,1,23,3,1,0,0,52,0
47574,28305,Technology,region_6,Bachelor's,m,sourcing,1,24,3,1,1,0,75,0
47584,24137,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,24,3,1,0,0,52,0
47603,1728,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,25,5,1,1,0,46,0
47626,21417,Technology,region_33,Bachelor's,m,sourcing,1,29,3,1,0,0,83,0
47631,42898,HR,region_31,Bachelor's,f,other,2,29,5,1,1,0,46,0
47633,42067,Legal,region_27,Bachelor's,m,sourcing,1,26,3,1,0,0,63,0
47641,42423,Sales & Marketing,region_2,Bachelor's,m,other,1,25,3,1,0,0,49,0
47645,55657,Operations,region_22,Bachelor's,f,other,2,28,5,1,1,0,63,1
47647,58991,Procurement,region_28,Bachelor's,f,sourcing,1,28,3,1,0,0,70,0
47674,39591,Legal,region_2,Below Secondary,f,sourcing,1,26,3,1,0,0,60,0
47690,70033,Sales & Marketing,region_16,Bachelor's,m,other,1,25,3,1,0,0,47,0
47700,19122,Operations,region_1,Bachelor's,m,sourcing,1,25,3,1,0,0,59,0
47715,59261,Legal,region_15,Bachelor's,m,other,1,28,3,1,0,0,63,0
47719,49730,Procurement,region_2,Bachelor's,m,other,1,24,5,1,1,0,75,0
47721,54402,Sales & Marketing,region_22,,m,other,1,23,3,1,0,0,51,0
47727,26987,Sales & Marketing,region_6,Bachelor's,m,other,1,28,3,1,0,0,45,0
47731,25011,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,5,1,1,0,47,0
47803,41013,Analytics,region_7,Bachelor's,m,other,1,24,3,1,0,0,84,0
47827,15874,Sales & Marketing,region_22,,m,other,1,21,5,1,1,0,52,0
47840,21705,Technology,region_2,Bachelor's,f,other,2,31,3,1,0,0,74,0
47855,53233,HR,region_20,Bachelor's,m,sourcing,1,29,3,1,0,0,54,0
47867,49463,Analytics,region_32,Bachelor's,m,sourcing,1,31,5,1,1,0,84,0
47870,23006,R&D,region_26,Bachelor's,m,sourcing,1,29,5,1,1,0,89,1
47871,53965,Finance,region_22,Bachelor's,m,other,5,22,3,1,0,0,63,0
47876,55349,Procurement,region_27,Below Secondary,f,other,2,23,3,1,0,0,74,0
47937,35529,Sales & Marketing,region_22,Master's & above,f,other,2,30,1,1,1,1,51,0
47948,60653,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,29,5,1,1,0,93,1
47983,26462,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,31,3,1,0,0,53,0
47991,61735,Operations,region_22,Bachelor's,m,other,1,27,3,1,0,0,58,0
47996,12239,Sales & Marketing,region_7,,m,other,1,21,3,1,0,0,49,0
48016,42899,Sales & Marketing,region_33,Bachelor's,f,other,1,31,3,1,0,0,49,0
48024,32043,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,5,1,1,0,52,0
48045,71002,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,26,5,1,1,0,48,0
48088,34843,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,29,3,1,0,0,49,0
48110,58128,Operations,region_10,Bachelor's,m,other,1,27,3,1,0,0,56,0
48120,56697,Legal,region_20,Bachelor's,m,other,1,29,3,1,0,0,63,0
48132,71431,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,3,1,0,0,49,0
48138,40022,Procurement,region_27,Bachelor's,m,sourcing,2,27,5,1,1,0,67,1
48161,50578,Operations,region_22,Below Secondary,f,other,1,24,3,1,0,0,57,0
48176,45228,Procurement,region_22,Bachelor's,m,other,1,27,3,1,0,0,69,0
48184,23665,Procurement,region_27,Bachelor's,m,sourcing,1,24,3,1,0,0,69,0
48185,9166,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,26,3,1,0,0,48,0
48198,40956,Finance,region_29,Bachelor's,m,other,1,29,5,1,1,0,58,0
48236,17360,Technology,region_11,Bachelor's,m,sourcing,1,27,3,1,0,0,79,0
48246,17018,Technology,region_27,Bachelor's,f,sourcing,2,25,3,1,0,0,77,0
48273,5908,Operations,region_25,Bachelor's,m,sourcing,1,29,3,1,0,0,60,0
48296,38998,Legal,region_2,Below Secondary,m,sourcing,1,25,3,1,0,0,61,0
48323,75989,Legal,region_22,Bachelor's,m,sourcing,1,28,5,1,1,0,55,0
48325,56185,Analytics,region_22,Bachelor's,f,sourcing,2,29,4,1,1,0,84,0
48334,47960,Sales & Marketing,region_2,,m,other,2,22,3,1,0,0,50,0
48342,68398,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,3,1,0,0,47,0
48355,21413,Procurement,region_2,Below Secondary,f,sourcing,1,23,5,1,1,0,73,0
48372,56281,Sales & Marketing,region_34,Bachelor's,m,other,1,28,3,1,0,0,54,0
48381,49580,Sales & Marketing,region_16,,m,sourcing,1,21,3,1,0,0,51,0
48408,63559,Operations,region_7,Bachelor's,m,sourcing,1,25,3,1,0,0,55,0
48419,42213,Finance,region_2,Below Secondary,m,other,2,22,3,1,0,0,62,0
48433,72887,R&D,region_31,Bachelor's,m,sourcing,1,30,3,1,0,0,82,0
48443,24373,Sales & Marketing,region_11,Bachelor's,m,other,2,25,3,1,0,0,49,0
48446,56108,Sales & Marketing,region_7,,m,sourcing,1,22,3,1,0,0,46,0
48473,31023,Finance,region_11,Bachelor's,m,sourcing,1,27,5,1,1,0,58,0
48478,34706,Operations,region_16,Bachelor's,f,other,1,29,5,1,1,0,61,0
48487,27136,Sales & Marketing,region_20,Bachelor's,f,sourcing,2,29,3,1,0,0,50,0
48509,10445,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,23,5,1,1,0,49,0
48517,66913,HR,region_2,Bachelor's,m,referred,1,25,4,1,1,0,48,0
48544,9797,Technology,region_11,Bachelor's,f,sourcing,1,30,3,1,0,0,80,0
48553,9033,Legal,region_2,Bachelor's,m,sourcing,1,30,1,1,1,0,57,0
48595,64935,Operations,region_22,Bachelor's,f,other,1,26,5,1,1,0,63,0
48604,7824,Operations,region_2,Below Secondary,m,sourcing,1,24,3,1,0,0,59,0
48621,27760,Sales & Marketing,region_11,Bachelor's,m,other,3,27,5,1,1,0,47,0
48623,75389,Operations,region_26,Bachelor's,m,sourcing,2,28,5,1,1,0,62,0
48626,28289,Procurement,region_17,,m,other,1,28,3,1,0,0,68,0
48653,8725,Operations,region_22,Bachelor's,m,other,2,29,5,1,1,0,62,0
48704,15726,HR,region_2,Below Secondary,f,referred,1,24,3,1,0,0,51,0
48711,13545,Legal,region_25,Bachelor's,m,other,1,29,3,1,0,0,62,0
48719,74718,Analytics,region_7,Bachelor's,m,other,1,30,5,1,1,0,84,0
48783,73705,Technology,region_22,Bachelor's,m,other,2,28,5,1,1,0,81,0
48790,46976,Technology,region_7,Bachelor's,m,referred,1,29,4,1,0,0,81,0
48811,38075,Sales & Marketing,region_26,Bachelor's,m,other,1,23,5,1,1,0,48,0
48813,65790,Operations,region_31,Bachelor's,m,sourcing,1,32,3,1,0,0,63,0
48833,48040,Technology,region_12,Bachelor's,f,other,1,25,3,1,0,0,75,0
48846,23342,Legal,region_26,Bachelor's,m,other,1,27,3,1,0,0,70,0
48852,26780,Technology,region_2,Bachelor's,f,other,1,24,3,1,0,0,82,0
48863,13579,Operations,region_6,Bachelor's,m,other,1,30,3,1,0,0,58,0
48883,12016,Technology,region_2,Below Secondary,m,referred,1,22,5,1,1,0,80,1
48889,15748,Analytics,region_8,Bachelor's,m,other,1,28,3,1,0,0,89,0
48908,52254,HR,region_32,Below Secondary,m,sourcing,1,24,3,1,0,0,49,0
48917,61740,Sales & Marketing,region_9,Bachelor's,m,other,1,25,3,1,0,0,49,0
48938,30252,Procurement,region_2,Bachelor's,m,sourcing,1,28,3,1,0,0,69,0
48942,23723,Procurement,region_6,Bachelor's,m,sourcing,1,24,3,1,0,0,73,0
48959,63656,Analytics,region_25,Bachelor's,m,sourcing,2,27,3,1,0,0,88,1
48964,41879,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,28,3,1,0,0,48,0
48984,41514,Operations,region_22,Below Secondary,m,sourcing,2,24,3,1,0,0,59,0
48997,9356,Operations,region_8,Bachelor's,m,other,1,28,3,1,0,0,54,0
48999,16705,Technology,region_22,Bachelor's,m,sourcing,3,27,3,1,0,0,80,0
49011,50621,Procurement,region_6,Bachelor's,m,sourcing,1,26,3,1,0,0,71,0
49038,19527,Technology,region_2,Bachelor's,f,other,2,29,4,1,1,0,78,0
49059,15721,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,30,3,1,0,0,51,0
49063,27716,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,27,3,1,0,0,47,0
49085,41789,Legal,region_32,Bachelor's,m,other,1,29,3,1,0,0,61,0
49088,71753,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,27,5,1,1,0,53,0
49138,2532,Operations,region_7,Bachelor's,m,other,1,26,3,1,0,0,57,0
49158,73146,Procurement,region_27,Bachelor's,f,other,1,28,3,1,0,0,71,0
49192,21653,Procurement,region_21,Bachelor's,f,other,1,32,5,1,1,0,65,0
49206,20577,Technology,region_2,Below Secondary,f,sourcing,1,25,4,1,1,0,80,0
49207,46378,Procurement,region_16,Bachelor's,f,other,1,29,3,1,1,0,68,0
49211,14181,Procurement,region_2,Bachelor's,m,other,1,24,5,1,1,1,94,1
49215,3745,Sales & Marketing,region_6,Bachelor's,f,other,1,29,3,1,0,0,49,0
49232,45020,Sales & Marketing,region_9,Bachelor's,m,sourcing,2,29,3,1,0,0,46,0
49248,47218,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,28,3,1,0,0,52,0
49265,23948,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,30,5,1,1,0,49,0
49284,11277,Legal,region_2,Bachelor's,m,sourcing,1,27,3,1,0,0,59,0
49296,44721,Technology,region_2,Below Secondary,m,referred,2,24,4,1,0,0,81,0
49301,46032,Sales & Marketing,region_13,Bachelor's,m,other,1,29,5,1,1,0,47,0
49306,21849,HR,region_7,Bachelor's,m,other,1,27,3,1,0,0,51,0
49312,76536,HR,region_20,Bachelor's,m,sourcing,2,28,3,1,0,0,51,0
49329,65083,Procurement,region_2,Bachelor's,m,other,2,25,5,1,1,0,68,0
49338,58008,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,3,1,0,0,50,0
49342,54846,R&D,region_22,Bachelor's,m,sourcing,2,27,3,1,0,0,83,0
49357,39365,Finance,region_22,Bachelor's,m,other,1,28,4,1,0,0,51,0
49365,44377,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,3,1,0,0,46,0
49394,73118,Sales & Marketing,region_7,Bachelor's,f,other,2,28,3,1,0,0,49,0
49396,52048,Finance,region_26,Bachelor's,f,sourcing,1,28,2,1,1,0,64,0
49400,60631,Sales & Marketing,region_14,,m,sourcing,1,23,3,1,0,1,52,0
49409,63742,Sales & Marketing,region_17,Bachelor's,m,other,2,31,3,1,0,0,43,0
49413,16648,Sales & Marketing,region_11,Bachelor's,m,other,1,26,3,1,0,0,52,0
49428,25387,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,32,2,1,1,0,97,1
49432,41224,R&D,region_22,Bachelor's,f,sourcing,1,28,3,1,0,0,83,0
49439,58644,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,29,3,1,0,0,51,0
49451,35573,Analytics,region_11,Bachelor's,m,sourcing,1,29,5,1,1,0,84,1
49478,14113,Sales & Marketing,region_22,,m,other,1,28,3,1,0,0,52,0
49481,58972,Operations,region_22,Bachelor's,m,other,1,25,5,1,1,0,59,0
49482,335,Sales & Marketing,region_22,,m,sourcing,1,27,3,1,0,0,42,0
49553,7592,Analytics,region_12,Bachelor's,m,other,1,28,3,1,0,0,81,0
49571,62003,Operations,region_7,Below Secondary,f,sourcing,1,24,3,1,0,0,58,0
49572,75626,Sales & Marketing,region_21,Bachelor's,m,other,1,31,3,1,0,0,52,0
49576,12228,Technology,region_22,Bachelor's,m,referred,2,26,3,1,0,0,78,0
49590,63036,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,25,3,1,0,0,47,0
49600,11842,Sales & Marketing,region_2,,m,sourcing,2,23,3,1,0,0,50,0
49611,36159,Technology,region_6,Below Secondary,m,other,1,23,5,1,1,0,82,0
49624,61426,Operations,region_2,Bachelor's,m,other,1,24,5,1,1,0,57,0
49656,44875,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,29,5,1,1,0,48,0
49660,9121,Procurement,region_2,Below Secondary,m,other,1,24,3,1,0,0,67,0
49672,45599,Operations,region_32,Bachelor's,m,other,1,26,5,1,1,0,60,0
49686,28180,Sales & Marketing,region_22,Bachelor's,m,other,1,27,4,1,1,0,81,1
49717,53179,Procurement,region_13,Bachelor's,f,sourcing,3,29,3,1,0,0,70,0
49719,70104,Operations,region_22,Bachelor's,m,sourcing,1,31,5,1,1,0,60,0
49740,50892,Finance,region_2,Below Secondary,m,other,2,25,3,1,0,0,60,0
49748,9308,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,5,1,0,1,98,1
49801,73920,Procurement,region_2,Bachelor's,m,sourcing,1,28,3,1,0,0,66,0
49813,65515,Sales & Marketing,region_7,,m,other,3,25,3,1,0,0,46,0
49820,49708,Operations,region_2,Bachelor's,m,sourcing,1,28,5,1,1,0,63,0
49830,63014,Operations,region_2,Bachelor's,f,other,1,25,3,1,1,0,54,1
49839,39794,Legal,region_12,Bachelor's,f,other,1,25,5,1,1,0,62,0
49840,1342,Finance,region_2,Bachelor's,f,other,1,28,4,1,1,0,65,0
49856,17576,Sales & Marketing,region_7,,m,other,6,25,5,1,1,0,50,1
49861,26968,Finance,region_2,Below Secondary,m,other,1,24,3,1,0,0,61,0
49863,61224,Operations,region_31,Bachelor's,f,sourcing,1,29,3,1,0,0,65,0
49870,1337,Operations,region_2,Bachelor's,f,other,3,24,3,1,0,0,66,1
49893,12671,Finance,region_2,Bachelor's,m,other,2,30,3,1,0,0,60,0
49900,43184,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,26,3,1,0,0,47,0
49911,334,Procurement,region_23,Bachelor's,f,sourcing,1,29,3,1,0,0,70,0
49918,65851,Finance,region_2,Below Secondary,m,sourcing,1,22,3,1,0,0,55,0
49919,33062,Finance,region_22,Bachelor's,m,other,1,28,3,1,0,0,59,0
49934,20430,Operations,region_2,Below Secondary,m,other,1,24,5,1,1,0,60,1
49936,33732,Sales & Marketing,region_6,Bachelor's,m,other,1,32,3,1,0,0,48,0
49953,13738,Operations,region_13,Bachelor's,m,sourcing,1,31,3,1,0,0,59,0
49954,16214,Procurement,region_2,Bachelor's,f,sourcing,2,29,3,1,0,0,67,0
49955,31936,Analytics,region_22,Bachelor's,m,sourcing,3,29,5,1,1,0,84,0
49967,36643,Operations,region_32,Bachelor's,m,referred,1,28,3,1,0,0,60,0
49974,13336,Analytics,region_26,Bachelor's,m,sourcing,1,24,5,1,1,0,86,0
49977,6462,Finance,region_27,Bachelor's,f,sourcing,1,25,3,1,0,0,55,0
49992,42681,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,1,1,1,1,49,0
49995,41443,Operations,region_15,Bachelor's,f,other,2,30,5,1,1,0,59,1
49998,20932,Finance,region_13,Bachelor's,f,sourcing,1,25,5,1,1,0,61,1
50014,39366,HR,region_11,Bachelor's,f,other,1,29,5,1,1,0,49,0
50018,3193,Technology,region_24,Bachelor's,f,other,2,32,3,1,0,0,82,0
50025,39754,Legal,region_22,Bachelor's,m,other,1,30,3,1,1,1,60,1
50038,5833,Analytics,region_22,Bachelor's,m,other,2,30,4,1,1,1,96,1
50040,46860,HR,region_23,Bachelor's,m,other,1,29,3,1,0,0,49,0
