,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
17957,54409,Technology,region_23,Bachelor's,f,sourcing,1,30,3.0,7,0,0,81
17958,70868,Technology,region_2,Bachelor's,f,other,1,40,5.0,4,1,0,78
17959,67313,Sales & Marketing,region_4,Master's & above,f,sourcing,1,42,3.0,6,0,0,50
17960,58378,Technology,region_13,Master's & above,m,other,1,35,4.0,10,1,0,77
17961,47783,Procurement,region_7,Bachelor's,m,sourcing,2,31,3.0,4,0,0,66
17962,71558,Sales & Marketing,region_22,Bachelor's,f,other,2,30,3.0,3,0,0,50
17963,57148,Technology,region_7,Bachelor's,m,sourcing,1,29,4.0,7,1,1,81
17964,54329,Sales & Marketing,region_16,Master's & above,f,sourcing,1,35,5.0,9,0,0,46
17965,17138,Technology,region_22,Master's & above,m,referred,1,36,4.0,3,0,0,78
17966,43846,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,46,2.0,15,0,0,46
17967,19360,Sales & Marketing,region_13,Bachelor's,f,other,1,28,3.0,3,0,0,51
17968,68587,Sales & Marketing,region_3,Bachelor's,m,other,1,43,5.0,13,1,0,49
17969,12794,Procurement,region_7,Master's & above,f,other,1,34,4.0,9,0,0,68
17970,7544,Sales & Marketing,region_10,Master's & above,m,other,1,34,2.0,7,0,0,49
17971,31453,Sales & Marketing,region_1,Master's & above,m,sourcing,1,33,5.0,5,1,0,52
17973,56327,Technology,region_26,Bachelor's,m,referred,1,40,3.0,11,1,0,83
17974,54274,Operations,region_15,Master's & above,m,referred,1,43,3.0,14,0,0,56
17976,22900,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,29,5.0,2,1,0,46
17979,62105,HR,region_22,Bachelor's,m,other,1,34,3.0,7,0,0,47
17980,6959,Operations,region_2,Bachelor's,m,other,2,36,3.0,3,0,0,62
17981,12282,Operations,region_2,Bachelor's,m,other,1,42,2.0,14,0,0,58
17982,74327,Analytics,region_25,Master's & above,m,other,2,33,4.0,5,0,0,89
17983,16784,Analytics,region_8,Bachelor's,m,other,2,32,2.0,3,1,0,98
17984,29041,Sales & Marketing,region_9,Bachelor's,m,other,1,30,2.0,6,0,0,49
17985,9373,Operations,region_16,Master's & above,m,other,1,48,5.0,22,1,0,60
17987,45466,Sales & Marketing,region_23,Master's & above,m,other,1,44,3.0,6,0,0,49
17988,22246,HR,region_23,Bachelor's,m,other,1,30,3.0,2,0,0,52
17989,59866,Sales & Marketing,region_1,Master's & above,m,other,1,45,5.0,17,1,0,49
17990,60384,Operations,region_3,Bachelor's,m,sourcing,1,31,3.0,1,0,0,56
17991,10229,Sales & Marketing,region_19,Bachelor's,m,other,2,35,1.0,6,0,0,54
17992,60119,Analytics,region_28,Master's & above,m,sourcing,2,38,3.0,10,1,0,85
17993,39215,Sales & Marketing,region_2,Bachelor's,m,other,1,30,4.0,4,1,0,52
17994,44998,Operations,region_19,Bachelor's,m,other,1,38,4.0,4,0,0,63
17995,70820,Operations,region_2,Bachelor's,m,sourcing,1,36,2.0,10,1,0,60
17996,41378,Legal,region_2,Master's & above,m,sourcing,1,38,3.0,8,0,0,58
17997,43032,Sales & Marketing,region_22,Bachelor's,m,other,2,27,5.0,3,1,0,55
17998,8036,Operations,region_15,Bachelor's,m,sourcing,1,30,3.0,4,0,0,57
17999,38083,Sales & Marketing,region_21,Bachelor's,m,other,1,41,3.0,6,0,0,53
18000,26934,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,5.0,2,1,0,47
18001,15062,Technology,region_2,Bachelor's,m,sourcing,1,47,4.0,16,0,0,79
18003,40686,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,4.0,2,0,0,51
18005,18726,Operations,region_11,Master's & above,f,other,1,34,5.0,3,1,0,62
18006,76467,Operations,region_14,Bachelor's,m,other,1,41,5.0,3,0,0,58
18007,37457,Sales & Marketing,region_13,Bachelor's,f,other,2,37,1.0,3,0,0,47
18008,12264,Procurement,region_16,Bachelor's,m,sourcing,2,33,3.0,7,0,0,68
18010,61732,Technology,region_2,Bachelor's,f,sourcing,1,29,2.0,4,0,0,74
18011,19979,Operations,region_2,Bachelor's,m,other,1,55,5.0,23,1,0,55
18012,66990,HR,region_2,Bachelor's,m,other,1,26,5.0,5,1,0,55
18013,42875,Operations,region_27,Bachelor's,f,other,1,29,5.0,4,1,0,58
18014,6673,Sales & Marketing,region_11,Bachelor's,f,other,1,28,4.0,7,1,0,53
18015,11332,Analytics,region_2,Bachelor's,m,sourcing,1,25,1.0,2,0,0,83
18016,71392,Sales & Marketing,region_13,Bachelor's,m,other,1,36,5.0,6,0,0,49
18017,70163,Operations,region_7,Master's & above,f,sourcing,2,41,4.0,5,1,0,59
18018,75146,Sales & Marketing,region_16,Master's & above,m,sourcing,1,49,1.0,17,0,0,45
18019,63202,Analytics,region_7,Master's & above,m,other,2,33,2.0,5,0,0,84
18020,74659,Finance,region_6,Bachelor's,f,sourcing,1,26,3.0,2,0,0,62
18021,64118,Sales & Marketing,region_14,Bachelor's,m,other,1,40,3.0,4,0,0,44
18022,20950,Procurement,region_31,Bachelor's,m,other,1,29,1.0,5,0,0,69
18023,4989,Finance,region_2,Below Secondary,m,other,1,30,3.0,5,0,0,61
18024,18601,R&D,region_15,Master's & above,m,other,1,33,1.0,3,0,0,83
18025,22483,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,4.0,4,1,0,50
18026,174,Operations,region_2,Bachelor's,m,sourcing,1,32,5.0,5,1,0,62
18028,3527,Technology,region_2,Bachelor's,f,other,1,55,4.0,4,0,0,72
18029,34178,Procurement,region_13,Bachelor's,f,other,1,36,5.0,4,1,0,67
18030,1314,Sales & Marketing,region_26,Bachelor's,m,other,1,32,5.0,6,1,0,49
18031,72262,Operations,region_32,Bachelor's,m,sourcing,1,35,3.0,7,1,0,62
18032,55391,Sales & Marketing,region_28,Bachelor's,m,other,2,33,4.0,3,0,0,53
18033,57053,Sales & Marketing,region_4,Bachelor's,f,other,1,29,2.0,6,0,0,51
18034,63157,Finance,region_7,Bachelor's,m,other,1,25,3.0,4,0,0,60
18035,17624,R&D,region_2,Master's & above,m,other,1,38,3.0,10,0,0,89
18036,73152,Operations,region_22,Bachelor's,m,sourcing,1,47,3.0,5,0,0,54
18037,63975,Procurement,region_23,Master's & above,f,sourcing,1,33,3.0,5,1,0,65
18038,54741,Operations,region_22,Bachelor's,m,other,2,42,5.0,5,0,0,77
18039,17271,HR,region_28,Master's & above,m,other,2,39,1.0,14,0,0,49
18040,30136,Operations,region_22,Master's & above,m,sourcing,1,36,5.0,8,1,0,60
18041,36867,Operations,region_22,Bachelor's,m,other,1,28,5.0,6,0,0,63
18042,52015,Sales & Marketing,region_3,Master's & above,m,sourcing,1,38,5.0,11,1,1,47
18043,33792,Sales & Marketing,region_20,Master's & above,m,other,1,42,4.0,13,1,0,48
18044,14580,Sales & Marketing,region_7,Master's & above,m,sourcing,2,44,1.0,2,0,0,45
18045,63529,Operations,region_22,Master's & above,m,sourcing,1,44,1.0,3,1,0,58
18047,69942,Sales & Marketing,region_15,Bachelor's,m,other,1,32,4.0,5,1,0,53
18048,58310,Technology,region_2,Master's & above,f,sourcing,3,46,3.0,17,0,0,84
18049,19798,Analytics,region_13,Master's & above,m,other,2,34,3.0,8,1,0,85
18050,41894,Sales & Marketing,region_2,Master's & above,m,sourcing,1,57,3.0,27,0,0,49
18051,12736,Legal,region_22,Bachelor's,m,sourcing,1,34,3.0,6,0,0,60
18052,66993,Operations,region_2,Bachelor's,m,other,2,55,3.0,25,0,0,55
18054,12182,Sales & Marketing,region_2,Bachelor's,m,other,3,43,3.0,13,0,0,53
18055,26288,Finance,region_2,Master's & above,m,sourcing,1,58,5.0,6,0,0,52
18056,61777,Analytics,region_22,Bachelor's,m,referred,2,31,4.0,3,1,0,83
18057,15660,Sales & Marketing,region_7,Bachelor's,m,other,3,43,3.0,5,1,0,48
18058,30113,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,27,3.0,3,0,0,48
18060,53074,HR,region_7,Master's & above,f,sourcing,1,33,4.0,10,0,0,44
18061,30758,Sales & Marketing,region_13,Master's & above,m,other,1,32,2.0,7,0,0,49
18062,59807,Analytics,region_32,Bachelor's,m,sourcing,2,29,5.0,4,1,0,88
18064,41681,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,39,3.0,9,0,0,55
18065,68533,Sales & Marketing,region_15,Master's & above,m,sourcing,1,38,5.0,7,0,1,57
18066,74674,Procurement,region_31,Bachelor's,m,other,1,40,3.0,3,0,0,73
18069,73774,HR,region_2,Master's & above,m,other,1,54,4.0,15,0,0,50
18070,68108,Technology,region_4,Master's & above,f,other,1,36,3.0,2,0,0,82
18071,74375,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,47,5.0,6,0,0,50
18072,29397,Legal,region_22,Bachelor's,m,sourcing,2,38,5.0,10,1,0,58
18073,52383,Procurement,region_2,Bachelor's,f,sourcing,1,59,3.0,13,0,0,70
18074,73239,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,38,3.0,4,1,0,49
18075,71627,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,3.0,2,0,0,52
18076,4718,Finance,region_2,Bachelor's,m,other,1,35,2.0,8,0,0,59
18077,31696,Procurement,region_6,Bachelor's,f,other,1,33,3.0,4,0,1,65
18078,41452,Sales & Marketing,region_7,Master's & above,m,sourcing,2,33,4.0,5,0,1,54
18079,29723,Operations,region_24,Bachelor's,m,other,1,32,5.0,5,1,0,58
18080,46818,Sales & Marketing,region_2,Bachelor's,m,other,1,40,1.0,7,0,0,52
18081,2300,Sales & Marketing,region_2,Bachelor's,m,other,1,29,1.0,7,0,0,46
18082,53786,Operations,region_6,Bachelor's,f,other,1,28,4.0,2,0,0,62
18083,15461,Analytics,region_22,Bachelor's,m,other,2,32,5.0,7,0,0,84
18084,25275,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,38,3.0,7,1,1,46
18085,36815,Procurement,region_27,Bachelor's,f,other,1,37,5.0,5,0,0,68
18088,54429,Technology,region_2,Master's & above,m,sourcing,1,41,3.0,10,0,0,77
18089,6140,Analytics,region_4,Master's & above,m,other,1,43,5.0,5,0,0,84
18090,59470,Sales & Marketing,region_14,Bachelor's,m,other,2,38,3.0,2,0,0,51
18091,16814,Sales & Marketing,region_20,Bachelor's,f,other,1,28,5.0,2,0,0,51
18092,18085,Technology,region_21,Bachelor's,f,sourcing,1,33,1.0,8,0,0,79
18093,35406,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,52,3.0,5,1,0,52
18095,22463,Operations,region_11,Bachelor's,f,sourcing,1,27,5.0,3,1,0,60
18096,71238,Finance,region_15,Bachelor's,m,other,2,27,3.0,4,0,0,60
18097,30608,Sales & Marketing,region_15,Bachelor's,m,sourcing,5,34,3.0,8,0,0,48
18098,70563,Sales & Marketing,region_14,Bachelor's,m,other,1,34,3.0,6,0,0,53
18099,15233,Sales & Marketing,region_13,Master's & above,m,sourcing,1,43,1.0,7,0,0,47
18100,58740,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,37,5.0,6,0,0,48
18101,72246,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,27,4.0,2,1,0,52
18102,54645,Sales & Marketing,region_13,Master's & above,m,sourcing,1,35,5.0,6,0,0,50
18103,25273,Procurement,region_13,Bachelor's,m,sourcing,1,39,5.0,10,0,0,82
18104,64916,Operations,region_13,Bachelor's,m,other,1,32,3.0,5,1,0,61
18105,13330,Analytics,region_22,Bachelor's,m,sourcing,2,36,5.0,8,1,0,80
18106,45786,HR,region_2,Bachelor's,f,other,1,31,3.0,6,1,0,49
18107,47770,Operations,region_6,Master's & above,m,sourcing,1,33,3.0,9,0,0,60
18108,23737,Sales & Marketing,region_27,Bachelor's,f,other,1,29,1.0,6,0,0,49
18109,26235,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,4.0,5,0,0,50
18110,29703,Analytics,region_26,Bachelor's,m,sourcing,2,40,3.0,5,0,0,79
18111,50778,Sales & Marketing,region_2,Bachelor's,m,other,1,32,5.0,5,1,0,49
18112,22485,Operations,region_22,Below Secondary,m,sourcing,1,24,3.0,2,0,0,59
18113,35713,Analytics,region_1,Bachelor's,m,other,1,28,3.0,5,0,0,81
18114,32166,Procurement,region_2,Bachelor's,f,sourcing,2,28,3.0,5,1,1,73
18115,66634,Sales & Marketing,region_4,Master's & above,f,other,1,39,4.0,10,1,0,51
18116,15019,Operations,region_13,Master's & above,m,sourcing,2,37,5.0,2,1,0,58
18117,31537,Procurement,region_20,Bachelor's,m,sourcing,1,30,5.0,8,0,0,64
18119,40045,Procurement,region_31,Bachelor's,f,other,1,39,3.0,9,0,0,65
18120,35613,Operations,region_2,Bachelor's,m,other,1,35,3.0,8,1,0,56
18121,50657,Analytics,region_11,Bachelor's,m,sourcing,2,28,1.0,5,0,0,84
18122,57159,Analytics,region_2,Bachelor's,m,sourcing,1,41,4.0,6,1,0,84
18124,64391,Sales & Marketing,region_29,Bachelor's,f,other,1,29,1.0,3,0,0,49
18125,1780,HR,region_22,Bachelor's,f,sourcing,1,29,5.0,5,1,0,49
18126,17322,Sales & Marketing,region_32,Bachelor's,m,other,1,33,5.0,5,0,0,48
18127,36517,Legal,region_22,Master's & above,m,sourcing,1,38,4.0,7,0,0,64
18128,1503,Legal,region_7,Bachelor's,m,other,1,28,3.0,4,0,0,62
18129,4675,Legal,region_27,Bachelor's,m,other,1,28,3.0,2,0,0,57
18130,62417,Finance,region_26,Bachelor's,m,sourcing,1,30,1.0,4,0,0,61
18131,68055,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,4.0,2,1,0,49
18132,61372,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,37,5.0,10,1,0,51
18133,9426,Operations,region_15,Master's & above,m,sourcing,1,42,3.0,6,1,0,60
18134,50409,Operations,region_2,Bachelor's,f,sourcing,1,32,4.0,4,1,0,62
18135,60005,Analytics,region_2,Master's & above,m,other,1,53,3.0,8,0,0,85
18136,1331,Technology,region_8,Bachelor's,m,other,2,30,5.0,3,1,0,77
18137,43817,Procurement,region_2,Bachelor's,f,other,1,45,5.0,4,1,0,70
18138,62390,Sales & Marketing,region_25,Master's & above,m,other,1,36,5.0,8,1,0,51
18139,74415,Procurement,region_2,Bachelor's,m,sourcing,1,40,2.0,5,0,0,71
18140,68606,Sales & Marketing,region_13,Master's & above,m,sourcing,1,42,3.0,13,0,0,50
18142,45520,Procurement,region_31,Bachelor's,m,sourcing,1,32,2.0,3,0,0,71
18143,20387,Sales & Marketing,region_26,Master's & above,m,other,1,35,1.0,9,0,0,46
18144,50033,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,1.0,5,1,0,50
18145,40815,HR,region_2,Bachelor's,f,sourcing,1,30,5.0,8,1,0,48
18147,49458,Analytics,region_11,Bachelor's,m,other,2,28,3.0,4,0,0,84
18148,35886,Sales & Marketing,region_5,Bachelor's,m,sourcing,4,32,3.0,6,1,0,50
18149,30563,Analytics,region_22,Master's & above,m,sourcing,1,37,4.0,2,1,0,81
18150,57464,Technology,region_22,Bachelor's,m,referred,1,32,5.0,4,0,0,75
18151,13262,Sales & Marketing,region_11,Bachelor's,m,other,1,44,3.0,3,0,0,51
18152,11861,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,1.0,6,0,0,46
18153,21766,Operations,region_22,Bachelor's,m,other,2,39,4.0,9,1,0,59
18154,13998,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,31,5.0,5,0,0,49
18155,66318,Sales & Marketing,region_4,Bachelor's,m,other,1,31,4.0,3,1,0,50
18156,49477,Technology,region_23,Bachelor's,m,sourcing,1,27,3.0,5,0,0,75
18157,52417,Sales & Marketing,region_17,Bachelor's,m,other,4,30,3.0,6,0,0,49
18158,38611,Operations,region_15,Master's & above,f,other,1,41,3.0,5,1,0,57
18159,52805,Technology,region_2,Bachelor's,f,sourcing,1,28,5.0,3,1,0,80
18160,15222,Operations,region_4,Master's & above,f,other,1,48,3.0,16,0,0,61
18161,62556,Analytics,region_11,Bachelor's,m,other,1,45,3.0,10,0,0,89
18163,55289,Sales & Marketing,region_2,Master's & above,m,other,2,56,1.0,9,0,0,51
18164,77775,Technology,region_22,Bachelor's,f,other,1,28,3.0,6,0,0,80
18165,24820,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,1.0,4,0,0,50
18166,5648,Procurement,region_27,Master's & above,m,sourcing,2,36,3.0,8,0,0,70
18167,72186,Finance,region_4,Master's & above,m,other,1,37,4.0,10,0,0,60
18168,76998,Procurement,region_15,Bachelor's,f,other,1,31,1.0,4,1,0,67
18169,68032,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,48,3.0,17,0,0,52
18170,26080,Procurement,region_2,Below Secondary,m,sourcing,1,25,3.0,2,0,0,69
18171,17989,Operations,region_2,Master's & above,m,other,1,44,4.0,5,0,0,63
18172,39970,R&D,region_22,Master's & above,m,referred,3,27,5.0,4,1,0,85
18173,3959,Operations,region_23,Master's & above,f,other,1,34,4.0,2,0,0,56
18174,12068,Procurement,region_13,Bachelor's,f,sourcing,3,32,1.0,6,1,0,66
18175,48677,Technology,region_2,Bachelor's,f,sourcing,1,33,1.0,6,0,0,78
18176,32051,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,26,1.0,2,0,0,48
18178,2223,Technology,region_1,Master's & above,f,other,1,31,3.0,7,0,0,82
18179,8637,Analytics,region_10,Master's & above,m,other,1,48,5.0,15,0,0,84
18180,66209,Sales & Marketing,region_2,Master's & above,f,other,1,57,3.0,8,0,0,50
18182,68021,Technology,region_7,Bachelor's,m,referred,1,26,5.0,4,1,0,76
18184,45768,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,2.0,9,0,0,47
18186,57889,HR,region_19,Bachelor's,m,sourcing,1,31,3.0,2,0,0,50
18188,3140,Finance,region_2,Bachelor's,m,other,1,47,3.0,9,0,0,62
18189,34388,Procurement,region_4,Master's & above,m,other,1,34,4.0,3,1,0,85
18190,73119,Sales & Marketing,region_22,Master's & above,m,sourcing,1,43,1.0,4,1,1,54
18191,10241,Operations,region_16,Bachelor's,m,other,1,38,4.0,2,0,0,60
18192,15691,Technology,region_2,Bachelor's,m,other,1,27,1.0,4,0,0,83
18193,49447,Sales & Marketing,region_27,Bachelor's,m,other,1,30,1.0,4,0,0,53
18195,5802,Finance,region_7,Bachelor's,m,sourcing,2,27,4.0,4,0,0,65
18196,69566,Sales & Marketing,region_22,Bachelor's,m,other,1,31,4.0,5,1,0,59
18198,24727,Sales & Marketing,region_25,Master's & above,m,other,1,37,4.0,9,0,0,52
18199,2156,Operations,region_15,Bachelor's,f,sourcing,1,43,3.0,3,0,0,58
18200,58631,HR,region_32,Bachelor's,f,other,1,30,3.0,7,0,0,46
18201,29773,Operations,region_22,Master's & above,f,other,1,38,1.0,10,0,0,62
18202,10040,Technology,region_22,Master's & above,m,other,1,41,1.0,4,0,0,84
18203,19672,Procurement,region_2,Master's & above,f,other,3,39,1.0,5,0,0,72
18204,61221,Finance,region_7,Bachelor's,m,sourcing,1,35,3.0,9,0,0,61
18205,23561,Sales & Marketing,region_13,Bachelor's,m,other,1,46,5.0,7,0,0,48
18206,54441,Sales & Marketing,region_7,Bachelor's,m,other,1,35,3.0,7,0,0,47
18207,21140,Sales & Marketing,region_25,Master's & above,m,sourcing,1,38,4.0,7,1,0,87
18208,16676,Analytics,region_2,Bachelor's,m,sourcing,1,28,3.0,2,1,0,88
18209,56973,Operations,region_27,Master's & above,f,sourcing,1,43,3.0,16,0,0,64
18210,10828,Sales & Marketing,region_26,Master's & above,m,other,1,43,5.0,14,0,0,47
18211,6954,Sales & Marketing,region_16,Master's & above,m,sourcing,1,44,3.0,19,0,0,46
18212,33521,Analytics,region_22,Master's & above,m,sourcing,2,35,5.0,4,1,0,82
18213,15089,Operations,region_13,Bachelor's,m,other,1,37,5.0,8,0,0,65
18214,20230,Sales & Marketing,region_16,Bachelor's,f,other,1,40,1.0,5,0,0,49
18216,10646,Sales & Marketing,region_2,Bachelor's,m,other,2,33,2.0,3,0,0,47
18218,73486,Technology,region_10,Master's & above,m,sourcing,1,37,3.0,7,0,0,83
18219,60033,Sales & Marketing,region_22,Bachelor's,m,other,3,30,5.0,5,1,0,51
18220,21170,Sales & Marketing,region_31,Bachelor's,f,sourcing,2,29,2.0,7,0,0,51
18221,17104,Sales & Marketing,region_6,Bachelor's,m,other,1,30,4.0,5,0,0,49
18222,7584,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,4.0,10,0,0,53
18223,764,Operations,region_22,Master's & above,m,other,3,31,3.0,4,0,0,55
18224,29351,Technology,region_15,Bachelor's,f,other,1,35,1.0,8,0,0,80
18226,71348,R&D,region_22,Master's & above,m,sourcing,2,34,3.0,3,0,1,87
18227,78089,Finance,region_2,Bachelor's,m,sourcing,2,29,4.0,5,0,0,58
18228,65682,Procurement,region_22,Master's & above,m,sourcing,1,38,4.0,6,1,0,69
18229,26022,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,42,3.0,4,1,0,53
18230,28454,Sales & Marketing,region_22,Bachelor's,m,other,1,53,1.0,13,0,0,50
18232,49739,Analytics,region_22,Master's & above,m,other,2,36,4.0,5,0,0,87
18233,51715,HR,region_28,Bachelor's,f,sourcing,1,29,3.0,4,0,0,47
18234,44128,Operations,region_12,Bachelor's,m,other,1,32,3.0,5,1,0,58
18235,60827,Procurement,region_6,Bachelor's,m,sourcing,2,34,3.0,6,0,0,72
18236,27100,Procurement,region_16,Master's & above,f,sourcing,1,39,4.0,9,1,0,67
18237,53449,Operations,region_14,Bachelor's,m,other,1,26,4.0,2,1,0,57
18238,11050,Procurement,region_13,Bachelor's,m,other,1,28,5.0,3,1,0,70
18239,37933,Sales & Marketing,region_15,Master's & above,m,other,1,34,2.0,8,0,0,50
18240,25,HR,region_22,Master's & above,f,sourcing,1,32,5.0,6,0,0,47
18241,53123,Sales & Marketing,region_2,Bachelor's,m,other,1,52,2.0,4,0,0,50
18242,28138,Procurement,region_4,Bachelor's,m,other,1,32,5.0,4,0,0,68
18243,30874,Analytics,region_5,Bachelor's,m,sourcing,3,30,3.0,3,0,0,82
18244,68618,Sales & Marketing,region_22,Bachelor's,m,other,1,28,3.0,2,0,0,48
18246,33773,Analytics,region_2,Bachelor's,m,sourcing,1,58,3.0,17,0,0,85
18247,55056,Analytics,region_25,Master's & above,m,other,1,36,5.0,3,1,0,83
18248,5538,Operations,region_2,Below Secondary,m,other,1,23,3.0,2,0,0,57
18249,50834,Procurement,region_22,Master's & above,f,sourcing,1,30,1.0,4,0,0,71
18250,9562,Sales & Marketing,region_16,Master's & above,m,other,1,38,5.0,13,0,0,50
18251,49585,Technology,region_15,Bachelor's,m,other,2,31,4.0,4,0,0,76
18252,66,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,38,4.0,5,0,0,49
18253,34874,Procurement,region_13,Master's & above,m,other,4,42,5.0,9,1,0,64
18254,20138,Operations,region_2,Bachelor's,m,sourcing,2,52,1.0,25,0,0,54
18256,3037,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,48,3.0,6,0,0,44
18257,30903,Operations,region_2,Bachelor's,f,other,2,39,3.0,9,0,0,56
18258,19661,Procurement,region_2,Bachelor's,m,other,1,35,3.0,5,0,0,71
18259,15280,Operations,region_7,Master's & above,f,sourcing,1,38,2.0,9,1,0,61
18260,4512,Sales & Marketing,region_30,Bachelor's,m,other,1,39,1.0,7,0,0,56
18261,12673,Legal,region_2,Bachelor's,m,other,1,46,5.0,4,1,0,62
18262,29273,Analytics,region_22,Master's & above,m,other,1,28,3.0,5,0,0,89
18263,18265,Legal,region_22,Bachelor's,m,other,1,26,5.0,2,1,0,62
18264,44165,Procurement,region_30,Bachelor's,f,sourcing,1,35,2.0,7,0,0,63
18265,4698,Technology,region_31,Bachelor's,m,sourcing,1,37,1.0,6,0,0,79
18266,77841,HR,region_4,Master's & above,m,sourcing,1,32,5.0,8,0,0,48
18267,64530,Operations,region_19,Bachelor's,m,sourcing,2,35,4.0,7,1,0,59
18268,33610,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,27,1.0,5,0,0,53
18271,20433,Legal,region_31,Master's & above,m,other,1,36,3.0,8,0,0,57
18272,11820,Sales & Marketing,region_28,Bachelor's,m,other,2,35,4.0,4,1,1,61
18273,50112,Sales & Marketing,region_2,Bachelor's,m,other,1,43,1.0,6,1,0,51
18274,30760,Sales & Marketing,region_9,Master's & above,m,other,1,32,4.0,7,0,0,50
18276,60777,Procurement,region_4,Bachelor's,m,other,1,28,3.0,2,1,0,68
18277,1546,Finance,region_2,Bachelor's,m,referred,1,29,5.0,3,1,0,60
18278,75995,Technology,region_2,Bachelor's,f,other,1,50,2.0,4,0,0,78
18279,2140,Operations,region_19,Bachelor's,f,other,1,36,4.0,4,1,0,58
18280,19407,Procurement,region_2,Bachelor's,m,sourcing,1,27,2.0,4,0,0,73
18281,33397,Operations,region_7,Master's & above,f,other,2,36,3.0,3,0,0,63
18282,26020,Procurement,region_15,Master's & above,m,sourcing,1,34,5.0,4,1,0,70
18283,60930,Sales & Marketing,region_2,Master's & above,m,sourcing,1,39,3.0,6,1,0,48
18284,69344,Operations,region_7,Bachelor's,m,sourcing,2,35,5.0,5,1,0,62
18286,70012,HR,region_5,Bachelor's,f,sourcing,1,32,3.0,3,0,0,50
18287,41712,Technology,region_2,Bachelor's,f,sourcing,1,44,1.0,15,0,0,80
18289,52549,Procurement,region_2,Master's & above,f,other,1,37,4.0,9,1,0,68
18290,24833,Technology,region_7,Bachelor's,f,other,2,31,4.0,3,1,0,81
18291,46899,Finance,region_2,Bachelor's,m,other,1,36,4.0,8,0,0,58
18292,73415,Operations,region_21,Master's & above,m,sourcing,1,37,4.0,10,0,0,52
18293,70417,Operations,region_22,Bachelor's,m,referred,1,31,4.0,2,0,0,60
18294,70988,Procurement,region_11,Master's & above,f,sourcing,1,36,5.0,8,1,0,72
18295,53659,Procurement,region_28,Bachelor's,m,other,1,31,5.0,4,1,0,69
18296,28733,Sales & Marketing,region_2,Master's & above,f,other,1,38,5.0,8,0,0,48
18299,28716,Sales & Marketing,region_22,Bachelor's,m,other,1,38,4.0,3,0,0,47
18300,61979,Sales & Marketing,region_28,Bachelor's,m,other,1,33,5.0,2,1,0,52
18301,61570,Sales & Marketing,region_22,Bachelor's,f,other,1,29,5.0,5,1,0,46
18302,37144,R&D,region_11,Bachelor's,m,other,1,32,3.0,7,1,0,82
18303,63377,Finance,region_23,Bachelor's,m,other,1,31,3.0,5,0,0,62
18304,62199,Sales & Marketing,region_26,Master's & above,m,sourcing,1,34,3.0,3,0,0,49
18305,36752,Sales & Marketing,region_15,Bachelor's,m,other,1,26,3.0,2,1,0,45
18306,68235,Analytics,region_4,Bachelor's,m,other,1,28,4.0,2,0,0,79
18307,73792,Technology,region_2,Bachelor's,m,sourcing,1,39,4.0,11,1,0,84
18308,36846,Operations,region_22,Bachelor's,m,other,2,31,3.0,5,0,0,60
18309,30528,Technology,region_7,Master's & above,m,other,2,35,3.0,7,0,0,78
18310,22361,R&D,region_26,Master's & above,m,other,1,30,5.0,5,0,0,83
18312,15001,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,1.0,2,0,0,46
18313,59701,Sales & Marketing,region_11,Bachelor's,m,other,2,28,1.0,5,1,0,53
18314,60046,HR,region_2,Bachelor's,f,other,1,58,1.0,30,0,0,50
18315,7254,HR,region_22,Bachelor's,f,other,1,32,5.0,2,1,0,50
18316,13725,Operations,region_30,Bachelor's,m,other,1,34,4.0,8,1,0,58
